Attaching to bundler-test-executor_bundler_1, bundler-test-executor_bundler-waiter_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.14
[36mbundler-waiter_1  |[0m 2024-06-28T20:53:48.109869051Z "0x539"
[33mbundler_1         |[0m 2024-06-28T20:53:50.752725843Z {"level":"DEBUG","time":1719608030750,"pid":1,"hostname":"832a9fb13e1e","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.860667542Z {"level":"DEBUG","time":1719608030860,"pid":1,"hostname":"832a9fb13e1e","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.864628146Z {"level":"ERROR","time":1719608030864,"pid":1,"hostname":"832a9fb13e1e","error":"Replacement UserOperation must have higher maxPriorityFeePerGas (old=1000000000 new=900000000) ","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.868362458Z {"level":"DEBUG","time":1719608030868,"pid":1,"hostname":"832a9fb13e1e","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.868923893Z {"level":"DEBUG","time":1719608030868,"pid":1,"hostname":"832a9fb13e1e","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.868937388Z {"level":"DEBUG","time":1719608030868,"pid":1,"hostname":"832a9fb13e1e","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.868944612Z {"level":"DEBUG","time":1719608030868,"pid":1,"hostname":"832a9fb13e1e","entryCount":{"0xf2b6aee4cfb102b612f944e6e2778847a89ecba2":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.868951574Z {"level":"DEBUG","time":1719608030868,"pid":1,"hostname":"832a9fb13e1e","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.873320928Z {"level":"DEBUG","time":1719608030873,"pid":1,"hostname":"832a9fb13e1e","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.897457651Z {"level":"DEBUG","time":1719608030897,"pid":1,"hostname":"832a9fb13e1e","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.900772191Z {"level":"DEBUG","time":1719608030897,"pid":1,"hostname":"832a9fb13e1e","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.900800203Z {"level":"DEBUG","time":1719608030897,"pid":1,"hostname":"832a9fb13e1e","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-06-28T20:53:50.900807307Z {"level":"DEBUG","time":1719608030898,"pid":1,"hostname":"832a9fb13e1e","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.010698986Z {"level":"DEBUG","time":1719608031010,"pid":1,"hostname":"832a9fb13e1e","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.014300041Z {"level":"DEBUG","time":1719608031014,"pid":1,"hostname":"832a9fb13e1e","sender":"0xaae0F860c6F063fc959311346e7A5bcdDD0975Ff","nonce":"0x0","userOpHash":"0xe72b7fcf0ef2eb6206b58c887900693fbc208c450a22d9c9eb7af81ab0a4465a","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.017173390Z {"level":"DEBUG","time":1719608031017,"pid":1,"hostname":"832a9fb13e1e","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.017592129Z {"level":"DEBUG","time":1719608031017,"pid":1,"hostname":"832a9fb13e1e","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.017606697Z {"level":"DEBUG","time":1719608031017,"pid":1,"hostname":"832a9fb13e1e","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.017611996Z {"level":"DEBUG","time":1719608031017,"pid":1,"hostname":"832a9fb13e1e","entryCount":{"0xaae0f860c6f063fc959311346e7a5bcddd0975ff":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.017616184Z {"level":"DEBUG","time":1719608031017,"pid":1,"hostname":"832a9fb13e1e","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.019695044Z {"level":"DEBUG","time":1719608031019,"pid":1,"hostname":"832a9fb13e1e","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.022249259Z {"level":"DEBUG","time":1719608031019,"pid":1,"hostname":"832a9fb13e1e","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.022261742Z {"level":"DEBUG","time":1719608031019,"pid":1,"hostname":"832a9fb13e1e","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.022266962Z {"level":"DEBUG","time":1719608031020,"pid":1,"hostname":"832a9fb13e1e","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.131823327Z {"level":"DEBUG","time":1719608031131,"pid":1,"hostname":"832a9fb13e1e","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.135309837Z {"level":"ERROR","time":1719608031135,"pid":1,"hostname":"832a9fb13e1e","error":"Replacement UserOperation must have higher maxPriorityFeePerGas (old=1000000000 new=1090000000) ","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-06-28T20:53:51.138090696Z {"level":"DEBUG","time":1719608031137,"pid":1,"hostname":"832a9fb13e1e","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
